날짜,지점,발생건수(건)
20160121,대전,997
20160122,대전,1045
20160123,대전,851
20160124,대전,188
20160125,대전,1362
20160126,대전,990
20160127,대전,1066
20160128,대전,1000
20160129,대전,1111
20160130,대전,928
20160131,대전,171
20160201,대전,1603
20160202,대전,1099
20160203,대전,1079
20160204,대전,1181
20160205,대전,1479
20160206,대전,1352
20160207,대전,156
20160208,대전,71
20160209,대전,214
20160210,대전,931
20160211,대전,1631
20160212,대전,1116
20160213,대전,1107
20160214,대전,174
20160215,대전,1471
20160216,대전,983
20160217,대전,1074
20160218,대전,1017
20160219,대전,1174
20160220,대전,944
20160221,대전,176
20160222,대전,1525
20160223,대전,1094
20160224,대전,991
20160225,대전,1055
20160226,대전,1177
20160227,대전,973
20160228,대전,143
20160229,대전,1479
20160301,대전,423
20160302,대전,1166
20160303,대전,885
20160304,대전,976
20160305,대전,848
20160306,대전,140
20160307,대전,1211
20160308,대전,859
20160309,대전,946
20160310,대전,878
20160311,대전,1017
20160312,대전,983
20160313,대전,204
20160314,대전,1477
20160315,대전,998
20160316,대전,995
20160317,대전,1043
20160318,대전,1107
20160319,대전,1091
20160320,대전,220
20160321,대전,1498
20160322,대전,1100
20160323,대전,1056
20160324,대전,1073
20160325,대전,1297
20160326,대전,1141
20160327,대전,233
20160328,대전,1569
20160329,대전,1092
20160330,대전,1095
20160331,대전,1124
20160401,대전,1246
20160402,대전,1063
20160403,대전,216
20160404,대전,1520
20160405,대전,975
20160406,대전,1042
20160407,대전,973
20160408,대전,1064
20160409,대전,878
20160410,대전,195
20160411,대전,1451
20160412,대전,994
20160413,대전,753
20160414,대전,1060
20160415,대전,1007
20160416,대전,944
20160417,대전,195
20160418,대전,1384
20160419,대전,1052
20160420,대전,930
20160421,대전,934
20160422,대전,1096
20160423,대전,980
20160424,대전,220
20160425,대전,1517
20160426,대전,1094
20160427,대전,1051
20160428,대전,1096
20160429,대전,1198
20160430,대전,1122
20160501,대전,287
20160502,대전,1555
20160503,대전,1089
20160504,대전,1304
20160505,대전,311
20160506,대전,1208
20160507,대전,873
20160508,대전,197
20160509,대전,1497
20160510,대전,941
20160511,대전,999
20160512,대전,977
20160513,대전,1056
20160514,대전,497
20160515,대전,250
20160516,대전,1414
20160517,대전,936
20160518,대전,977
20160519,대전,935
20160520,대전,1009
20160521,대전,819
20160522,대전,227
20160523,대전,1300
20160524,대전,880
20160525,대전,904
20160526,대전,876
20160527,대전,930
20160528,대전,826
20160529,대전,155
20160530,대전,1167
20160531,대전,821
20160601,대전,886
20160602,대전,782
20160603,대전,989
20160604,대전,816
20160605,대전,146
20160606,대전,368
20160607,대전,1178
20160608,대전,780
20160609,대전,693
20160610,대전,803
20160611,대전,718
20160612,대전,133
20160613,대전,999
20160614,대전,718
20160615,대전,673
20160616,대전,686
20160617,대전,761
20160618,대전,598
20160619,대전,144
20160620,대전,916
20160621,대전,649
20160622,대전,678
20160623,대전,628
20160624,대전,674
20160625,대전,580
20160626,대전,117
20160627,대전,896
20160628,대전,627
20160629,대전,604
20160630,대전,609
20160701,대전,674
20160702,대전,569
20160703,대전,123
20160704,대전,736
20160705,대전,654
20160706,대전,621
20160707,대전,636
20160708,대전,642
20160709,대전,487
20160710,대전,110
20160711,대전,797
20160712,대전,676
20160713,대전,624
20160714,대전,629
20160715,대전,655
20160716,대전,515
20160717,대전,130
20160718,대전,837
20160719,대전,605
20160720,대전,658
20160721,대전,631
20160722,대전,642
20160723,대전,565
20160724,대전,124
20160725,대전,772
20160726,대전,611
20160727,대전,621
20160728,대전,554
20160729,대전,657
20160730,대전,489
20160731,대전,119
20160801,대전,772
20160802,대전,574
20160803,대전,570
20160804,대전,543
20160805,대전,609
20160806,대전,429
20160807,대전,110
20160808,대전,749
20160809,대전,566
20160810,대전,594
20160811,대전,507
20160812,대전,516
20160813,대전,450
20160814,대전,126
20160815,대전,220
20160816,대전,819
20160817,대전,574
20160818,대전,575
20160819,대전,608
20160820,대전,542
20160821,대전,120
20160822,대전,871
20160823,대전,635
20160824,대전,611
20160825,대전,621
20160826,대전,704
20160827,대전,616
20160828,대전,175
20160829,대전,987
20160830,대전,727
20160831,대전,728
20160901,대전,823
20160902,대전,790
20160903,대전,722
20160904,대전,183
20160905,대전,1033
20160906,대전,788
20160907,대전,771
20160908,대전,795
20160909,대전,852
20160910,대전,844
20160911,대전,213
20160912,대전,1319
20160913,대전,1161
20160914,대전,289
20160915,대전,89
20160916,대전,265
20160917,대전,841
20160918,대전,242
20160919,대전,1415
20160920,대전,956
20160921,대전,893
20160922,대전,912
20160923,대전,981
20160924,대전,801
20160925,대전,210
20160926,대전,1244
20160927,대전,807
20160928,대전,806
20160929,대전,924
20160930,대전,954
20161001,대전,998
20161002,대전,178
20161003,대전,414
20161004,대전,1258
20161005,대전,862
20161006,대전,864
20161007,대전,928
20161008,대전,838
20161009,대전,240
20161010,대전,1426
20161011,대전,1011
20161012,대전,1021
20161013,대전,921
20161014,대전,1000
20161015,대전,877
20161016,대전,227
20161017,대전,1396
20161018,대전,912
20161019,대전,1056
20161020,대전,943
20161021,대전,1096
20161022,대전,928
20161023,대전,245
20161024,대전,1442
20161025,대전,979
20161026,대전,1019
20161027,대전,1032
20161028,대전,1019
20161029,대전,975
20161030,대전,229
20161031,대전,1483
20161101,대전,1147
20161102,대전,1147
20161103,대전,1159
20161104,대전,1232
20161105,대전,1060
20161106,대전,294
20161107,대전,1586
20161108,대전,1158
20161109,대전,1201
20161110,대전,1119
20161111,대전,1225
20161112,대전,1139
20161113,대전,284
20161114,대전,1669
20161115,대전,1167
20161116,대전,1275
20161117,대전,1251
20161118,대전,1281
20161119,대전,1229
20161120,대전,345
20161121,대전,1886
20161122,대전,1348
20161123,대전,1273
20161124,대전,1281
20161125,대전,1410
20161126,대전,1217
20161127,대전,292
20161128,대전,1802
20161129,대전,1251
20161130,대전,1323
20161201,대전,1387
20161202,대전,1373
20161203,대전,1347
20161204,대전,353
20161205,대전,1878
20161206,대전,1278
20161207,대전,1310
20161208,대전,1373
20161209,대전,1439
20161210,대전,1197
20161211,대전,243
20161212,대전,1877
20161213,대전,1348
20161214,대전,1338
20161215,대전,1332
20161216,대전,1446
20161217,대전,1179
20161218,대전,270
20161219,대전,1841
20161220,대전,1289
20161221,대전,1292
20161222,대전,1198
20161223,대전,1314
20161224,대전,1170
20161225,대전,218
20161226,대전,1741
20161227,대전,1306
20161228,대전,1157
20161229,대전,1156
20161230,대전,1336
20161231,대전,967
20170101,대전,250
20170102,대전,1397
20170103,대전,1029
20170104,대전,957
20170105,대전,1012
20170106,대전,1042
20170107,대전,834
20170108,대전,156
20170109,대전,1309
20170110,대전,850
20170111,대전,886
20170112,대전,876
20170113,대전,947
20170114,대전,754
20170115,대전,202
20170116,대전,1233
20170117,대전,917
20170118,대전,845
20170119,대전,809
20170120,대전,900
20170121,대전,832
20170122,대전,184
20170123,대전,1260
20170124,대전,931
20170125,대전,1037
20170126,대전,1299
20170127,대전,248
20170128,대전,107
20170129,대전,224
20170130,대전,609
20170131,대전,1244
20170201,대전,938
20170202,대전,902
20170203,대전,848
20170204,대전,743
20170205,대전,154
20170206,대전,1092
20170207,대전,874
20170208,대전,912
20170209,대전,802
20170210,대전,942
20170211,대전,722
20170212,대전,201
20170213,대전,1192
20170214,대전,853
20170215,대전,837
20170216,대전,857
20170217,대전,922
20170218,대전,809
20170219,대전,171
20170220,대전,1268
20170221,대전,889
20170222,대전,799
20170223,대전,955
20170224,대전,922
20170225,대전,751
20170226,대전,187
20170227,대전,1237
20170228,대전,938
20170301,대전,379
20170302,대전,1060
20170303,대전,857
20170304,대전,801
20170305,대전,166
20170306,대전,1087
20170307,대전,782
20170308,대전,760
20170309,대전,800
20170310,대전,890
20170311,대전,779
20170312,대전,179
20170313,대전,1258
20170314,대전,903
20170315,대전,864
20170316,대전,988
20170317,대전,986
20170318,대전,930
20170319,대전,184
20170320,대전,1344
20170321,대전,1028
20170322,대전,952
20170323,대전,1004
20170324,대전,1083
20170325,대전,956
20170326,대전,197
20170327,대전,1481
20170328,대전,1050
20170329,대전,982
20170330,대전,993
20170331,대전,1106
20170401,대전,1086
20170402,대전,194
20170403,대전,1458
20170404,대전,1020
20170405,대전,989
20170406,대전,1038
20170407,대전,1104
20170408,대전,839
20170409,대전,196
20170410,대전,1386
20170411,대전,975
20170412,대전,1021
20170413,대전,1056
20170414,대전,1019
20170415,대전,880
20170416,대전,153
20170417,대전,1311
20170418,대전,938
20170419,대전,993
20170420,대전,981
20170421,대전,1015
20170422,대전,903
20170423,대전,178
20170424,대전,1424
20170425,대전,1120
20170426,대전,1033
20170427,대전,1062
20170428,대전,1164
20170429,대전,1034
20170430,대전,173
20170501,대전,1517
20170502,대전,1210
20170503,대전,325
20170504,대전,1284
20170505,대전,294
20170506,대전,895
20170507,대전,206
20170508,대전,1463
20170509,대전,725
20170510,대전,972
20170511,대전,851
20170512,대전,857
20170513,대전,770
20170514,대전,118
20170515,대전,1115
20170516,대전,823
20170517,대전,802
20170518,대전,814
20170519,대전,848
20170520,대전,753
20170521,대전,201
20170522,대전,1168
20170523,대전,807
20170524,대전,785
20170525,대전,823
20170526,대전,867
20170527,대전,689
20170528,대전,135
20170529,대전,1060
20170530,대전,794
20170531,대전,714
20170601,대전,831
20170602,대전,768
20170603,대전,670
20170604,대전,124
20170605,대전,1061
20170606,대전,307
20170607,대전,855
20170608,대전,740
20170609,대전,744
20170610,대전,632
20170611,대전,123
20170612,대전,975
20170613,대전,681
20170614,대전,704
20170615,대전,688
20170616,대전,678
20170617,대전,566
20170618,대전,121
20170619,대전,983
20170620,대전,658
20170621,대전,601
20170622,대전,634
20170623,대전,628
20170624,대전,560
20170625,대전,114
20170626,대전,904
20170627,대전,622
20170628,대전,591
20170629,대전,598
20170630,대전,612
20170701,대전,631
20170702,대전,126
20170703,대전,826
20170704,대전,567
20170705,대전,575
20170706,대전,532
20170707,대전,644
20170708,대전,435
20170709,대전,103
20170710,대전,710
20170711,대전,535
20170712,대전,523
20170713,대전,515
20170714,대전,533
20170715,대전,501
20170716,대전,107
20170717,대전,786
20170718,대전,542
20170719,대전,515
20170720,대전,573
20170721,대전,585
20170722,대전,462
20170723,대전,95
20170724,대전,759
20170725,대전,569
20170726,대전,547
20170727,대전,551
20170728,대전,556
20170729,대전,451
20170730,대전,98
20170731,대전,763
20170801,대전,565
20170802,대전,590
20170803,대전,530
20170804,대전,536
20170805,대전,403
20170806,대전,91
20170807,대전,699
20170808,대전,520
20170809,대전,468
20170810,대전,547
20170811,대전,524
20170812,대전,348
20170813,대전,92
20170814,대전,681
20170815,대전,177
20170816,대전,624
20170817,대전,580
20170818,대전,609
20170819,대전,455
20170820,대전,95
20170821,대전,707
20170822,대전,519
20170823,대전,548
20170824,대전,482
20170825,대전,562
20170826,대전,494
20170827,대전,137
20170828,대전,845
20170829,대전,583
20170830,대전,657
20170831,대전,614
20170901,대전,761
20170902,대전,545
20170903,대전,171
20170904,대전,919
20170905,대전,673
20170906,대전,650
20170907,대전,583
20170908,대전,711
20170909,대전,598
20170910,대전,161
20170911,대전,913
20170912,대전,714
20170913,대전,678
20170914,대전,764
20170915,대전,856
20170916,대전,717
20170917,대전,167
20170918,대전,1035
20170919,대전,722
20170920,대전,758
20170921,대전,757
20170922,대전,798
20170923,대전,678
20170924,대전,176
20170925,대전,1016
20170926,대전,780
20170927,대전,789
20170928,대전,836
20170929,대전,969
20170930,대전,909
20171001,대전,270
20171002,대전,1110
20171003,대전,171
20171004,대전,100
20171005,대전,243
20171006,대전,454
20171007,대전,622
20171008,대전,137
20171009,대전,425
20171010,대전,983
20171011,대전,709
20171012,대전,701
20171013,대전,710
20171014,대전,672
20171015,대전,140
20171016,대전,962
20171017,대전,718
20171018,대전,733
20171019,대전,747
20171020,대전,766
20171021,대전,692
20171022,대전,202
20171023,대전,1131
20171024,대전,842
20171025,대전,829
